Муниципалитет;Полное наименование;ОГРН;ИНН;КПП;ПФР;ОКПО;ОКОГУ;ОКФС;ОКОПФ;Индекс;Область;Район;Населённый пункт;Район города;Улица;Дом;Телефон;E-mail;Расчётный счёт;В банке;БИК;Директор (ФИО, им.падеж);Директор (ФИО, род.падеж);Действует на основании (род.падеж);Отв. за заказ (ФИО);Отв. за заказ (Должность);Отв. за заказ (Телефон);Администратор школы;Лицевой счет в банке;Статус школы;ID
252;МБОУ СОШ № 8 п./ст. Жипхеген;1,03E+12;7523004274;752301001;;;;;;673225;215;Хилокский район; с. Жипхеген;; ул. Таежная;27;3,02E+15;zhipshool8@mail.ru;4,07E+19;Отделение Чита г. Чита;;;;;;;;;20916Ц63110;1;295
252;МБОУ НОШ № 9 с. Энгорок;1,03E+12;7523004228;752301001;;;;;;673200;215;Хилокский район;с. Энгорок;;ул. Совхозная;;3,02E+15;engorokschool9ivanova@yandex.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913010580;1;291
252;МБОУ НОШ п. Тэрэпхэн;1,10E+12;7538001685;752301001;;;;;;673250;215;Хилокский район; с. Тэрэпхэн;; ул. Новая;2;30237;terepehen@mail.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому кра;;;;;;;;;3913010580;1;740
252;МОУ НОШ с. Шиля;1,10E+12;7538001660;752301001;;;;;;673222;215;Хилокский район; с. Шиля;;;;30237;dondupova.sayana@yandex.ru;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому кра;;;;;;;;;3913010580;1;741
252;МБОУ НОШ с. Ушоты;1,10E+12;7538001639;752301001;;;;;;673222;215;Хилокский район; с. Ушоты;;;;30237;shn_usht.hilk@zabedu.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому кра;;;;;;;;;20916Ц63030;1;742
252;МБОУ НОШ с. Зурун;1,10E+12;7538001678;753801001;;;;;;673200;215;Хилокский район; с. Зурун;; ул. Центральная;5;30237;;4,70E+18;ГРКЦ ГУ Банка России по Забайкальскому кра;;;;;;;;;;1;743
252;МБОУ ООШ № 12 г. Хилок;1,03E+12;7523004041;752301001;;;;;;673204;215;Хилокский район; г. Хилок;; ул. Новая; 22А;3023752582;shilokoosh12@mail.ru;4,07E+19;ГРКЦ ГУ Банк России по Забайкальскому краю г Чита;;;;;;;;;20916Ц62880;1;748
253;МОУ НОШ п. Багульный;1,03E+12;7525003999;752501001;;;;;;673475;216;Чернышевский; п. Багульный;;Набережная; 10А;302378(30265)43-3-10;moynoshbagylnoe@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;327
253;МОУ НОШ с. Кадая;1,03E+12;7525004350;752501001;;;;;;673483;216;Чернышевский; с. Кадая;;Партизанская;15;302658-924-379-8111;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;326
253;МОУ НОШ с. Курлыч;1,03E+12;7525003910;752501001;;;;;;673471;216;Чернышевский; с. Курлыч;;Школьная;1;3026542008 (таксофон);schookurlych@chern.chita.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;322
253;МОУ ООШ с. Гаур;1,03E+12;7525004142;752501001;;;;;;673476;216;Чернышевский; с. Гаур;;Центральная;37;302652-19-46 (администрация села);schoolgaur@chern.chita.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913015950;1;323
253;МОУ ООШ с. Икшица;1,03E+12;7525004343;752501001;;;;;;673460;216;Чернышевский; с. Икшица;;Центральная;4;3026542028;sho_iksh.cher@zabedu.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;320
253;МОУ ООШ с. Мильгидун;1,03E+12;7525003935;752501001;;;;;;673490;216;Чернышевский; с. Мильгидун;;Школьная дом 1;;3026564145;shkola-milgidun@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913015930;1;317
253;МОУ ООШ с. Новый Олов;1,03E+12;7525004047;752501001;;;;;;673460;216;Чернышевский; с. Новый Олов;;Партизанская;9;3026562136 (администрация);school-olov@chern.chita.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;319
253;МОУ ООШ с.Новоильинск;1,03E+12;7525003854;752501001;;;;;;673488;216;Чернышевский; с. Новоильинск;;Центральная;46;3026567125;shkolanovoilinsk@chern.chita.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913015970;1;318
253;МОУ ООШ № 66 с. Бушулей;1,03E+12;7525003766;752501001;;;;;;673496;216;Чернышевский; с. Бушулей;;Школьная;1;302658-924-380-89-88;school.bushuley@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913016140;1;325
253;МОУ СОШ п. Жирекен;1,03E+12;7525002547;752501001;;;;;;673498;216;Чернышевский; п. Жирекен;;Центральная;8;3026566366;skolasred@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;309
253;МОУ СОШ с. Алеур;1,03E+12;7525004093;752501001;;;;;;673482;216;Чернышевский; с. Алеур;;40 лет Победы;4;3026568116;aleur.schkola@rambler.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913015910;1;312
253;МОУ СОШ с. Байгул;1,03E+12;7525004248;752501001;;;;;;673487;216;Чернышевский;с. Байгул;;Стадионная;2;3026565157;shs_bagl.cher@zabedu.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;308
253;МОУ СОШ с. Комсомольское;1,03E+12;7525003981;752501001;;;;;;673485;216;Чернышевский; п. Ареда;;Базарная;127;3026563109;schoolkomsomolskoe@chern.chita.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;20916ч63850;1;306
253;МОУ СОШ с. Старый Олов;1,03E+12;7525004103;752501001;;;;;;673484;216;Чернышевский; с. Старый Олов;;Юбилейная;15;3026562120;shs_solv.cher@zabedu.ru;4,07E+19;УФК по Забайкальскому краю;;;;;;;;;20916Ч63300;1;307
253;МОУ СОШ с. Укурей;1,03E+12;7525004209;752501001;;;;;;673470;216;Чернышевский; с. Укурей;;Транспортная;11;3026547101;schoolukurey@chern.chita.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;314
253;МОУ СОШ с. Урюм;1,03E+12;7525004015;752501001;;;;;;673478;216;Чернышевский; с. Урюм;;60 лет Октября;6;3,03E+15;schooluryum@chern.chita.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913015980;1;310
253;МОУ СОШ с. Утан;1,03E+12;7525003928;752501001;;;;;;673481;216;Чернышевский; с. Утан;;Школьная;1;3026561137;schoolutan@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913016050;1;311
253;МОУ СОШ № 10 п. Букачача;1,03E+12;7525004150;752501001;;;;;;673492;216;Чернышевский; п. Букачача;;Центральная;1;3026542119;shkola10Bukashasha@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;3913016090;1;304
253;МОУ СОШ № 2 п. Чернышевск;1,03E+12;7525004216;752501001;;;;;;673460;216;Чернышевский; п. Чернышевск;;Стадионная;34;3026521256;aleur2008@ya.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;305
253;МОУ СОШ № 63 п. Чернышевск;1,03E+12;7525003702;752501001;;;;;;673460;216;Чернышевский; п. Чернышевск;;Центральная; 8а;3026523643;shkola63chern@ya.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;315
253;МОУ СОШ № 70 п. Аксеново-Зиловское;1,03E+12;7525003893;752501001;;;;;;673497;216;Чернышевский; п. Аксеново-Зиловское;;Южная;3;3026564-20, 64-21, 74-17;shs_akcz_70.cher@zabedu.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;;1;316
253;МОУ СОШ № 78 п. Чернышевск;1,03E+12;7525003692;752501001;;;;;;673462;216;Чернышевский; п. Чернышевск;;Журавлёва; 61а;3026520332;olga.kampinsckaya@yandex.ru;4,07E+19;отделение Чита г.Чита;;;;;;;;;20916ч63390;1;313
254;МБОУ НОШ № 37;1,03E+12;8,00E+09;8,00E+08;;;;;;672022;217;Чита (город);г. Чита;;Строителей;25;30265998773, 998774 (библ);school37chita@mail.ru;4,07E+19;Отделения Чита г.Чита;;;;;;;;;21922305523;1;608
254;МБОУ НОШ № 39;1,03E+12;8,00E+09;8,00E+08;;;;;;672018;217;Чита (город);г. Чита;;Жилой городок;15;3022411922;school-39@list.ru;№ 407018107000030000;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;№2092230469;1;609
254;МБОУ О(С)ОШ № 8;1,03E+12;8,00E+09;8,00E+08;;;;;;672030;217;Чита (город);г. Чита;;Космонавтов;11;3022253022;moyvsosh8@rambler.ru;4,02E+19;ГРКЦ ГУ БАНКА РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ г. ЧИТА;;;;;;;;;2913014360;1;610
254;МБОУ СОШ № 1;1,03E+12;8,00E+09;8,00E+08;;;;;;672010;217;Чита (город);г. Чита;;Забайкальского Рабочего;16;3022410501, 410502;school1chita@mail.ru;;;;;;;;;;;;1;611
254;МБОУ СОШ № 2;1,03E+12;8,00E+09;8,00E+08;;;;;;672000;217;Чита (город);г. Чита;;Анохина;110;3022351533;School2chita@mail.ru;4,01E+19;ГБанк отделение г. Чита;;;;;;;;;4913015010;1;612
254;МБОУ СОШ № 30;1,03E+12;8,00E+09;8,00E+08;;;;;;672030;217;Чита (город);г. Чита;; пр. Фадеева;29;302236-65-98, 31-15-70;;№ 407018107000030000;отделение Чита г.Чита;;;;;;;;;20922305952;1;613
254;МБОУ «Многопрофильная языковая гимназия № 4»;1,03E+12;8,00E+09;8,00E+08;;;;;;672000;217;Чита (город);г. Чита;;Чайковского;6;3022324835;chitaschool4@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г. Чита;;;;;;;;;20922305992;1;614
254;МБОУ СОШ № 51;1,03E+12;8,00E+09;8,00E+08;;;;;;672023;217;Чита (город);г. Чита;;Юбилейная;3;3022392574;shs_chit_51.chita@zabedu.ru;4,07E+19;Отделение Чита г. Чита;;;;;;;;;2 092 230 555;1;615
254;МБОУ СОШ № 7;1,03E+12;8,00E+09;8,00E+08;;;;;;672023;217;Чита (город);г. Чита;;проезд А.Булгакова;60;3022283101;shs_chit_7.chita@zabedu.ru;4,02E+19;ГРКЦ ГУ Банк России по Забайкальскому краю г. Чита;;;;;;;;;20922304552;1;616
254;МБОУ СОШ № 8;1,03E+12;8,00E+09;8,00E+08;;;;;;672030;217;Чита (город);г. Чита;;мкр. 5 ;4;3022251381;sosh8.chita@yandex.ru;4,01E+19;ГРКЦ ГУ БАНКА РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ г. ЧИТА;;;;;;;;;4913015010;1;617
254;МБОУ СОШ № 9;1,03E+12;8,00E+09;8,00E+08;;;;;;672038;217;Чита (город);г. Чита;;Июньская;2;3022315483;chitashcola9@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г. Чита;;;;;;;;;3922301831;1;618
254;МБОУ Средняя общеобразовательная школа № 26 с углубленным изучением отдельных предметов;1,03E+12;8,00E+09;8,00E+08;;;;;;672030;217;Чита (город);г. Чита;;Весенняя; 16а;3022250400;school_26_08@list.ru;4,02E+19;ГРКЦ БАНКА РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КР. Г. ЧИТА;;;;;;;;;2913014360;1;619
254;МБОУ СОШ № 10;1,03E+12;8,00E+09;8,00E+08;;;;;;672016;217;Чита (город); п. Песчанка;;Юности;4;3022282878;;4,02E+19;ГРКЦ ГУ БАНКА РОССИИ по Забайкальскому краю;;;;;;;;;2913014360;1;620
254;МБОУ СОШ № 11;1,03E+12;8,00E+09;8,00E+08;;;;;;672001;217;Чита (город);г. Чита;;1 мкр;16;3022326798;Skola-11@yandex.ru;4,07E+19;ГРКЦ ГУ Банка России по Заб. краю г.Чита;;;;;;;;;20922304582;1;621
254;МБОУ «Городской центр образования»;1,16E+12;8,00E+09;8,00E+08;;;;;;672007;217;Чита (город);г. Чита;;Богомягкова;36;3022324390, 356274;chitacenter12@gmail.com;4,07E+19;"Комитет по финансам администрации городского округа "" Город Чита""";;;;;;;;;20922306252;1;622
254;МБОУ СОШ № 13 с этнокультурным компонентом образования;1,03E+12;8,00E+09;8,00E+08;;;;;;672001;217;Чита (город);г. Чита;;Лазо;81;3022327278;shs_13school@mail.ru;4,07E+19;;;;;;;;;;;1;623
254;МБОУ СОШ № 14;1,03E+12;8,00E+09;8,00E+08;;;;;;672015;217;Чита (город); п. Антипиха;;Каларская;30;3022339201;school_14_ant@mail.ru;4,02E+19;ГРКЦ г. Чита;;;;;;;;;2913014360;1;624
254;МБОУ СОШ № 15;1,03E+12;8,00E+09;8,00E+08;;;;;;672005;217;Чита (город);г. Чита;;Рахова;75;3022315584;kenon.15@yandex.ru;4,02E+19;ГРКЦ ГУ Бана России по Забайкальскому краю г Чита;;;;;;;;;20922305762;1;625
254;МБОУ СОШ № 16;1,03E+12;8,00E+09;8,00E+08;;;;;;672039;217;Чита (город);г. Чита;;Гагарина;1;3022335954;school16chita@yandex.ru;;;;;;;;;;;;1;626
254;МБОУ СОШ № 17;1,03E+12;8,00E+09;8,00E+08;;;;;;672003;217;Чита (город);г. Чита;;Ямаровская;4;302221-24-66 21-24-84;MOUSOCH_17@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Заб. краю г. Чита;;;;;;;;;20922306062;1;627
254;МБОУ «Средняя общеобразовательная школа № 18»;1,03E+12;8,00E+09;8,00E+08;;;;;;672010;217;Чита (город);г. Чита;;Декабристов;12;302236-48-08, бух. 36-48-07;shs_chit_18.chita@zabedu.ru;4,07E+19;0;;;;;;;;;20922304612;1;628
254;МБОУ СОШ № 19;1,03E+12;8,00E+09;8,00E+08;;;;;;672027;217;Чита (город);г. Чита;;Кайдаловская; 15а;3022310787;shs_chit_19.chita@zabedu.ru;4,02E+19;ГРКЦ Банка России по забайкальскому краю г. Чита;;;;;;;;;3922301931;1;629
254;МБОУ СОШ № 20;1,03E+12;8,00E+09;8,00E+08;;;;;;672014;217;Чита (город);г. Чита;;Романовский тракт;77;302237-71-16, 37-71-13(бухгалтерия);school-20_105@list.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г. Чита;;;;;;;;;20922304632;1;630
254;МОУ СОШ № 50;1,03E+12;8,00E+09;8,00E+08;;;;;;672014;217;Чита (город);г. Чита;;Краснознаменная;48;3022206311;chita-school50@mail.ru;;;;;;;;;;;;1;631
254;МБОУ СОШ № 22;1,03E+12;8,00E+09;8,00E+08;;;;;;672049;217;Чита (город);г. Чита;;мкр. Северный;24;3022419400, 419485;school22chita@mail.ru;4,02E+19;47601001;;;;;;;;;3922301961;1;632
254;МБОУ СОШ № 24;1,03E+12;8,00E+09;8,00E+08;;;;;;672026;217;Чита (город);г. Чита;;Гайдара; 3а;302239-13-19;school-24@list.ru;4,02E+19;ГРКЦГУ банка России по Забайкальскому краю г.Чита;;;;;;;;;2913014360;1;633
254;МБОУ СОШ № 25;1,03E+12;8,00E+09;8,00E+08;;;;;;672038;217;Чита (город);г. Чита;;Красной Звезды; 36а;3022200585;school25chita@rambler.ru;4,07E+19;ГРКЦ ГУ БАНКА РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ Г.ЧИТА;;;;;;;;;20922305702;1;634
254;МБОУ СОШ № 27;1,03E+12;8,00E+09;8,00E+08;;;;;;672049;217;Чита (город);г. Чита;;мкр. Северный;50;3022453876;School27-20072007@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю город Чита;;;;;;;;;2913014360;1;635
254;МБОУ СОШ № 29;1,03E+12;8,00E+09;8,00E+08;;;;;;672020;217;Чита (город);г. Чита;;Луговая;87;3022329416, 329425;school_29_chita@mail.ru;;;;;;;;;;;;1;636
254;МБОУ СОШ № 3;1,03E+12;8,00E+09;8,00E+08;;;;;;672007;217;Чита (город);г. Чита;;Курнатовского;45;3022356789;schol3chita@mail.ru;4,01E+19;Банк ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;4913015050;1;637
254;МБОУ СОШ № 32;1,03E+12;8,00E+09;8,00E+08;;;;;;672007;217;Чита (город);г. Чита;;Балябина;48;3022355582;myschl32@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю, город Чита;;;;;;;;;3922302051;1;638
254;МБОУ СОШ № 34;1,03E+12;8,00E+09;8,00E+08;;;;;;672047;217;Чита (город); с.Застепь;;Ранетная;7;3022377331;School34.romanova@yandex.ru;4,02E+19;ГРКЦ ГУ Банк России по Забайкальскому краю г. Читы;;;;;;;;;3974302071;1;639
254;МБОУ «Средняя общеобразовательная школа № 33»;1,03E+12;8,00E+09;8,00E+08;;;;;;672022;217;Чита (город);г. Чита;;Строителей;26;3022925555;school-33-chita@yandex.ru;4,07E+19;Отделение Чита;;;;;;;;;209 223 046;1;640
254;МБОУ СОШ № 36;1,03E+12;8,00E+09;8,00E+08;;;;;;672040;217;Чита (город);г. Чита;;Ползунова;11;3022208658, 208654, 208660;shs_chit_36.chita@zabedu.ru;4,02E+19;ГРКЦ ГУ БАНКА РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ Г.ЧИТА;;;;;;;;;3922302081;1;641
254;МБОУ СОШ № 40;1,03E+12;8,00E+09;8,00E+08;;;;;;672038;217;Чита (город);г. Чита;;Подгорбунского;98;3022416281;sch40k@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г. Чита;;;;;;;;;2092230470;1;642
254;МБОУ СОШ № 42;1,03E+12;8,00E+09;8,00E+08;;;;;;672039;217;Чита (город);г. Чита;;Белорусская;1;3022231521;ou42@yandex.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20922304712;1;643
254;МБОУ СОШ № 43;1,03E+12;8,00E+09;8,00E+08;;;;;;672014;217;Чита (город);г. Чита;;Вайнштейна;1;3022207212;;4,07E+19;ГРКЦ ГУ БАНК РОССИИ по Забайкальскому краю г. Чита;;;;;;;;;3922302141;1;644
254;МБОУ СОШ № 44;1,03E+12;8,00E+09;8,00E+08;;;;;;672023;217;Чита (город);г. Чита;;40 лет Октября;17;3022392317;sosh44@bk.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г. Чита;;;;;;;;;;1;645
254;МБОУ СОШ № 45;1,03E+12;8,00E+09;8,00E+08;;;;;;672006;217;Чита (город);г. Чита;;Горбунова;25;3022243950;school-45-chita@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г. Чита;;;;;;;;;3922302161;1;646
254;МБОУ СОШ № 46;1,03E+12;8,00E+09;8,00E+08;;;;;;672020;217;Чита (город);г. Чита;;Промышленная;49;3022312673;school_46_chita@mail.ru;4,02E+19;ГРКЦ ГУ Банк России по Забайкальскому краю;;;;;;;;;3922302171;1;647
254;МБОУ СОШ № 47;1,03E+12;8,00E+09;8,00E+08;;;;;;672027;217;Чита (город);г. Чита;;Новобульварная;28;3022319414;;4,07E+19;ГРКЦ БАНКА РОССИИ ЗАБАЙКАЛЬСКОМУ КР. г. ЧИТА;;;;;;;;;20922305842;1;648
254;МБОУ СОШ № 48;1,03E+12;8,00E+09;8,00E+08;;;;;;672006;217;Чита (город);г. Чита;;Карла Маркса; 27а;3022205526, 205494;school48chita@mail.ru;4,07E+19;ГРКЦ ГУ БАНКА РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ Г, ЧИТА;;;;;;;;;20922304752;1;649
254;МБОУ СОШ № 49 с углубленным изучением английского языка;1,03E+12;8,00E+09;8,00E+08;;;;;;672010;217;Чита (город);г. Чита;;Анохина;46;3022266304;rusnikonov@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20922305682;1;650
254;МБОУ СОШ № 5;1,03E+12;8,00E+09;8,00E+08;;;;;;672000;217;Чита (город);г. Чита;;Профсоюзная;14;3022320265;shs_chit_5.chita@zabedu.ru;4,01E+19;ГРКЦ ГУ БАНКА РОССИИ ПО ЗАБ.КР.г.ЧИТА;;;;;;;;;4913015010;1;651
254;МБОУ СОШ № 52;1,03E+12;8,00E+09;8,00E+08;;;;;;672030;217;Чита (город);г. Чита;;Весенняя;13;3022396025;Moysosh52chita@mail.ru;0;0;;;;;;;;;0;1;653
254;МБОУ СОШ № 6;1,03E+12;8,00E+09;8,00E+08;;;;;;672030;217;Чита (город);г. Чита;;мкр. 5 ;3;3022251246;school6_@mail.ru;4,02E+19;ГРКЦ ГУ Банка Росии по Забайкальскому краю город Чита;;;;;;;;;2913014360;1;654
254;МБОУ НОШ № 21;1,03E+12;8,00E+09;8,00E+08;;;;;;672027;217;Чита (город);г. Чита;;Ленинградская; 59а;3022263868;school21-2008@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России Забайкальскому краю г.Читы;;;;;;;;;3922301951;1;655
254;МБОУ НОШ № 31;1,03E+12;8,00E+09;8,00E+08;;;;;;672039;217;Чита (город);г. Чита;;Бабушкина;28;3022417207;chita-school-31@yandex.ru;4,02E+17;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;2913014360;1;656
254;МБОУ «Многопрофильная гимназия № 12»;1,03E+12;8,00E+09;8,00E+08;;;;;;672039;217;Чита (город);г. Чита;;9-е Января;64;3022356438;gim_chit_12.chita@zabedu.ru;4,01E+19;ГРКУГУ Банк России по Забайкальскому краю;;;;;;;;;4913015010;1;657
254;"МБОУ ""Средняя общеобразовательная школа № 38 с углубленным изучением немецкого языка";1,03E+12;8,00E+09;8,00E+08;;;;;;672038;217;Чита (город);г. Чита;;Новобульварная;64;3022414947;bagulnik71@mail.ru;4,01E+19;ГРКЦ ГУ БАНКА РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ Г.ЧИТА;;;;;;;;;4913015010;1;685
254;МБОУ НОШИ № 4;1,03E+12;8,00E+09;8,00E+08;;;;;;672018;217;Чита (город);г. Чита;;Пригородная;6;3022206812;shcola-internat_4@mail.ru;4,02E+19;ГРКЦ ГУ БАНКА РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ. г. ЧИТА;;;;;;;;;3922302281;1;686
254;МБВ(С)ОУ ОСОШ № 12 Корпус 2;;;;;;;;;;217;Чита (город);г. Чита;;Богомягкого;36;3022;;;;;;;;;;;;;1;1631
255;МБОУ НОШ с. Домно-Ключи;1,03E+12;8,00E+09;8,00E+08;;;;;;672043;218;Читинский;с. Домно-Ключи;;;;302237-31-27;domna-kliuchi2009@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913013120;1;339
255;МБОУ OОШ ст. Ингода;1,03E+12;8,00E+09;8,00E+08;;;;;;672522;218;Читинский;с. Ингода;;Центральная;б\н;3022373133;ingoda95@ yandex. ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч6432;1;344
255;МОУ НОШ с. Авдей;1,03E+12;8,00E+09;8,00E+08;;;;;;672514;218;Читинский;с. Авдей;;Весенняя;8;3022375171;avdeychita@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913013120;1;332
255;МОУ НОШ с. Ерёмино;1,03E+12;8,00E+09;8,00E+08;;;;;;672043;218;Читинский;с. Ерёмино;;Центральная;б\н;302237-01-64;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913013120;1;341
255;МОУ НОШ с. Карповка;1,05E+12;8,00E+09;8,00E+08;;;;;;672512;218;Читинский;с. Карповка;;ДФТБ;3;3022;нет;нет;нет;;;;;;;;;нет;1;737
255;МОУ ООШ с. Бургень;1,03E+12;8,00E+09;8,00E+08;;;;;;672515;218;Читинский;с. Бургень;;Школьная;17;302237-54-52;scholaburgen@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913013120;1;334
255;МОУ ООШ с. Елизаветино;1,03E+12;8,00E+09;8,00E+08;;;;;;672541;218;Читинский;с. Елизаветино;; Пионерская;9;3022377721;SP-ELIZAVETIN02@ yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913013120;1;340
255;МОУ ООШ с. Иргень;1,03E+12;8,00E+09;8,00E+08;;;;;;672043;218;Читинский;с. Иргень;;Школьная;4;3022377406, 89243829605;Irgenschool@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913013120;1;343
255;МОУ ООШ с. Сивяково;1,03E+12;8,00E+09;8,00E+08;;;;;;672043;218;Читинский;с. Сивяково;;Школьная;1а;302237-01-81;belvencev_sosh@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913013120;1;357
255;МОУ ООШ № 28 c. Яблоново;1,03E+12;8,00E+09;8,00E+08;;;;;;672560;218;Читинский;с. Яблоново;;Школьная;21;3022;sho_yabl.chit.zabedu.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч80170;1;364
255;МОУ ООШ № 42 пгт. Новокручининский;1,03E+12;8,00E+09;8,00E+08;;;;;;672572;218;Читинский;п.г.т. Новокручининский;;пер. Школьный;1;3022;Kruchina-42@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч69410;1;354
255;МОУ СОШ МР «Читинский район»;1,03E+12;8,00E+09;8,00E+08;;;;;;672090;218;Читинский;г. Чита;;Ингодинская;60;3022267709;galina.klimova.1949@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913013120;1;365
255;МОУ СОШ п. Лесной городок;1,03E+12;8,00E+09;8,00E+08;;;;;;672524;218;Читинский;п. Лесной городок;;Трактовая;б\н;302237-32-00, 37-37-57;shs_lesg.chit@zabedu.ru;4,02E+19;ГРКЦ ГУ Банка России по Заб. краю г. Чита;;;;;;;;;39130130;1;347
255;МОУ СОШ п.г.т. Атамановка;1,03E+12;8,00E+09;8,00E+08;;;;;;672530;218;Читинский; п.г.т. Атамановка;;Матюгина;156;3022992166;ya.atamanovka@yandex.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;20916Ч64310;1;329
255;МОУ СОШ п.ст. Гонгота;1,03E+12;8,00E+09;8,00E+08;;;;;;672513;218;Читинский;п.ст. Гонгота;;;;3022;Gongota560@yandex.ru;4,07E+19;отделение г.Чита;;;;;;;;;20916Ч96230;1;337
255;МОУ СОШ пгт. Новокручининский;1,03E+12;8,00E+09;8,00E+08;;;;;;672573;218;Читинский;п.г.т. Новокручининский;; Фабричная;1б;3022372438, 372353;Newtochka85@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;;3913013120;1;353
